article_token_hit_rate,byte_hit_rate,cache_bytes_peak,cache_only_speedup,cache_only_speedup_ci95_high,cache_only_speedup_ci95_low,cache_only_ttft_reduction_percent,cached_ttft_mean_s,cached_ttft_p50_s,cached_ttft_p95_s,end_to_end_speedup,evictions,full_document_hit_rate,full_uncached_ttft_mean_s,full_uncached_ttft_p50_s,full_uncached_ttft_p95_s,label,policy,run,segmentation_speedup,segmented_ttft_mean_s,segmented_ttft_p50_s,segmented_ttft_p95_s,storage,strategy,workload
0.20310601099305683,0.20310601099305683,4294893568,1.2570694318659195,1.4058576506954035,1.141370827450123,20.44989921394721,1.5438399555299969,1.9437212210000325,2.5323153685999498,nan,56,0.19,nan,nan,nan,Document tensor FP16,lru,document_tensor_random_fp16_4gib,nan,1.9407140157899994,2.095463686500125,2.605324548550095,accelerator-fp16,document,random
0.20310601099305683,0.20310601099305683,4290248704,1.1262166223068402,1.2602489549077773,1.0240202030451306,11.207135448623507,1.7232155673699936,2.164009470499991,2.9357913243999403,nan,56,0.19,nan,nan,nan,Document arena-64 FP16,lru,document_arena64_random_fp16_4gib,nan,1.9407140157899994,2.095463686500125,2.605324548550095,accelerator-fp16,document,random
0.18192792282053036,0.18192792282053036,4293918720,1.150115249814031,1.279533899521808,1.0511914903400683,13.052191929313528,1.6874082976500007,2.0971717914999886,2.7592962801499477,nan,58,0.17,nan,nan,nan,Document arena-256 FP16,lru,document_arena256_random_fp16_4gib,nan,1.9407140157899994,2.095463686500125,2.605324548550095,accelerator-fp16,document,random
0.32703692481127067,0.3270368380786603,4294127936,1.3499971594847888,1.5728610237802465,1.1861765452528799,25.925770067424537,1.437568962390003,1.7083709700000327,2.848470794549848,nan,19,0.31,nan,nan,nan,"Document CPU INT8, PyTorch restore",lru,document_pytorch_random_int8_4gib,nan,1.9407140157899994,2.095463686500125,2.605324548550095,cpu-int8,document,random
0.32703692481127067,0.3270368380786603,4294127936,1.3686526741163059,1.5891443858238115,1.2020260007364634,26.935443965309368,1.417974079539979,1.6710458590000599,2.787015345399902,nan,19,0.31,nan,nan,nan,"Document CPU INT8, Triton restore",lru,document_triton_random_int8_4gib,nan,1.9407140157899994,2.095463686500125,2.605324548550095,cpu-int8,document,random
