metric,requests_or_hits,pytorch_s,triton_s,pytorch_over_triton,relative_reduction_percent,note
hit_ttft_mean,31,0.09416851700001966,0.0867302370645135,1.085763399101207,7.8989031286375795,online hit path
hit_restore_mean,31,0.037450286129026814,0.03098153932256948,1.2087935895988544,17.272890210159343,transfer plus dequantization plus assembly
hit_transfer_mean,31,0.02912746445161012,0.028621550838704113,1.0176759678662093,1.7368954779654389,host-to-device movement remains dominant
hit_dequant_mean,31,0.008055969838705419,0.002145742967763175,3.7543964769943283,73.3645605591295,fused Triton kernel stage
all_request_ttft_online_mean,100,1.437568962390003,1.417974079539979,1.013818928803255,1.3630568941504495,excludes one-time Triton warm-up
all_request_ttft_with_warmup_amortized,100,1.437568962390003,1.4446804855999789,0.9950774421881787,-0.49469092586367225,includes 2.670640606 seconds over 100 requests
